0.000000	24.403100	"ins_trill"
3.424550	4.007990	"frog_tree"
5.783690	6.265660	"frog_tree"
8.548690	8.954570	"frog_tree"
14.154800	34.397700	"mech_auto_truck"
24.783600	25.367000	"frog_tree"
27.523200	28.106700	"frog_tree"
30.085300	30.770200	"frog_tree"
32.774200	33.180100	"frog_tree"
35.919700	36.528500	"frog_tree"
50.613700	51.402900	"frog_tree"
52.389100	74.744000	"mech_hum_traffic"
53.834700	54.304000	"frog_tree"
56.607700	57.077000	"frog_tree"
59.359400	59.850000	"frog_tree"
62.303100	62.857700	"frog_tree"
67.145300	67.550600	"frog_tree"
69.449000	69.961000	"frog_tree"
72.035000	72.653600	"frog_tree"
74.850700	75.405300	"frog_tree"
82.593900	113.055000	"mech_hum_traffic"
82.977800	83.383100	"frog_tree"
85.985500	86.476100	"frog_tree"
88.737200	89.270500	"frog_tree"
99.402700	100.128000	"frog_tree"
102.069000	102.645000	"frog_tree"
109.919000	110.495000	"frog_tree"
113.140000	113.780000	"frog_tree"
