"start","end","label"
2.49,3.49,"human"
1297.44,1298.44,"mech_traffic_RECLASSIFY"
1311.07,1312.07,"mech_traffic_RECLASSIFY"
1317.37,1318.37,"mech_traffic_RECLASSIFY"
1326.36,1327.36,"mech_traffic_RECLASSIFY"
1331.37,1332.37,"mech_traffic_RECLASSIFY"
1339.49,1340.61,"mech_traffic_RECLASSIFY"
1345.12,1346.12,"mech_traffic_RECLASSIFY"
1362.43,1363.43,"mech_traffic_RECLASSIFY"
1835.15,1836.15,"mech_traffic_RECLASSIFY"
1840.62,1841.62,"mech_traffic_RECLASSIFY"
1853.69,1854.69,"mech_traffic_RECLASSIFY"
1856.12,1857.12,"mech_traffic_RECLASSIFY"
1858.25,1859.25,"mech_traffic_RECLASSIFY"
1869.1,1870.1,"mech_traffic_RECLASSIFY"
3524.06,3525.06,"mech_traffic_RECLASSIFY"
3529.29,3530.29,"mech_traffic_RECLASSIFY"
3531.74,3532.74,"mech_traffic_RECLASSIFY"
3535.58,3536.64,"mech_traffic_RECLASSIFY"
3552.49,3553.49,"mech_traffic_RECLASSIFY"
5737.69,5738.69,"mech_traffic_RECLASSIFY"
5739.02,5740.02,"mech_traffic_RECLASSIFY"
5744.54,5745.54,"mech_traffic_RECLASSIFY"
5751.29,5752.29,"mech_traffic_RECLASSIFY"
5753.47,5754.75,"mech_traffic_RECLASSIFY"
5761.12,5762.27,"mech_traffic_RECLASSIFY"
5763.3,5764.45,"mech_traffic_RECLASSIFY"
5770.37,5771.62,"mech_traffic_RECLASSIFY"
5774.75,5776.48,"mech_traffic_RECLASSIFY"
5780.03,5781.03,"mech_traffic_RECLASSIFY"
5790.99,5791.99,"mech_traffic_RECLASSIFY"
6765.15,6766.24,"mech_traffic_RECLASSIFY"
6770.52,6771.52,"mech_traffic_RECLASSIFY"
7122.06,7123.06,"mech_traffic_RECLASSIFY"
7725.45,7726.45,"mech_traffic_RECLASSIFY"
7729.47,7730.47,"mech_traffic_RECLASSIFY"
7733.88,7734.88,"mech_traffic_RECLASSIFY"
7737.52,7738.52,"mech_traffic_RECLASSIFY"
8517.3,8520.3,"ambient_day"
9066.12,9068.76,"mech_auto_car"
9068.59,9069.05,"ins_buzz_bee"
9075.03,9078.76,"ins_buzz_low"
9080.21,9083.79,"ins_buzz_low"
