4900.0000	4910.0000	ins_trill
4900.0000	4910.0000	mech_plane_prop
4907.5521	4908.0241	ins_buzz_medium
4920.0000	4940.0000	ins_trill
4920.0000	4940.0000	mech_plane_prop
4935.4192	4935.8744	ins_buzz_medium
6990.0000	7020.0000	mech_plane_jet
6999.6927	7000.5756	ambient_wind
7003.1469	7004.1711	ambient_wind
7009.8333	7009.9946	ins_buzz_medium
20400.0000	20410.0000	ins_trill
20420.0000	20430.0000	ins_trill
22060.0000	22070.0000	ins_trill
25010.0000	25030.0000	ins_trill
29290.0000	29350.0000	ins_trill
29304.8353	29306.9748	ambient_wind
29312.6818	29315.7345	ambient_wind
29322.1399	29325.9232	ambient_wind
29334.5384	29339.4176	ambient_wind
29341.7568	29342.5917	ambient_wind
29343.7659	29344.9922	ambient_wind
