"source","ident","start","end","label","duration","item"
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45660,45660.3084,"ambient_background",0.308400000001711,126
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45724.5532,45724.8611,"ambient_background",0.30789999999979,197
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45725.0105,45725.6369,"ambient_background",0.626400000001013,199
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45725.8093,45726.677,"ambient_background",0.867700000002515,201
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",114060.555,114069.3158,"ambient_music",8.76080000000366,14
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",114070.3729,114070.6391,"ambient_music",0.266199999998207,15
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",114072.3575,114072.6232,"ambient_music",0.265700000003562,16
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",114076.6536,114077.8238,"ambient_music",1.1701999999932,17
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38478.6971,38479.0572,"ambient_noise",0.360100000005332,103
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",99870.413,99870.869,"ambient_noise",0.456000000005588,815
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",99871.811,99871.993,"ambient_noise",0.182000000000698,817
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38464.414,38466.8557,"ambient_wind",2.44170000000304,100
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38467.3304,38470.4774,"ambient_wind",3.14700000000448,101
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38472.3587,38474.4884,"ambient_wind",2.12970000000496,102
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38504.2398,38505.013,"ambient_wind",0.773199999995995,106
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38658.6921,38660.0757,"animal_cow",1.38360000000102,116
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117660,117660.6086,"animal_dog",0.608600000006845,26
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117661.7384,117662.9072,"animal_dog",1.16879999999946,27
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117663.915,117664.5772,"animal_dog",0.662200000006123,28
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117674.0466,117674.2267,"animal_dog",0.180099999997765,29
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",70919.7696,70926.1102,"ins_buzz",6.3405999999959,358
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",70926.6511,70927.5826,"ins_buzz",0.931499999991502,360
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",70942.217,70953.1853,"ins_buzz",10.9682999999932,364
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",70950.8414,70952.1486,"ins_buzz",1.30719999999565,365
