"start","end","label"
85745.04,85753.84,"mech_auto_car"
85786.84,85787.29,"ins_buzz_bee"
85802.89,85806.45,"mech_hum_chainsaw"
85810.88,85811.28,"ins_buzz_low"
85813.09,85818.49,"ins_buzz_bee"
85822.58,85824.26,"ins_buzz_bee"
85825.22,85826.64,"ins_buzz_bee"
85830.62,85832.12,"ins_buzz_bee"
85834.63,85835.58,"ins_buzz_bee"
85840.19,85841.2,"ins_buzz_bee"
85842.88,85844.25,"ins_buzz_bee"
85849.91,85860.91,"mech_auto_car"
85861.33,85872.83,"mech_hum_lawnmower"
85865.74,85866.12,"ins_buzz_bee"
85873.12,85879.92,"mech_auto_car"
85883.25,85902.69,"mech_auto_car"
85908.41,85916.07,"mech_auto_car"
85917.29,85927.78,"mech_hum_lawnmower"
85930.41,85940.52,"mech_auto_car"
85941.93,85973.95,"mech_hum_lawnmower"
85946.45,85949.02,"ins_buzz_bee"
85964.6,85970.33,"ins_buzz_bee"
85971.68,85976.33,"ins_buzz_bee"
85975.89,85988.3,"mech_auto_car"
85989.32,86042.67,"mech_hum_lawnmower"
86012.81,86020.19,"ins_buzz_bee"
86025.74,86030.66,"ins_buzz_bee"
86031.5,86040.37,"ins_buzz_bee"
