"start","end","label"
1.07,2.07,"human"
2.57,3.57,"human"
6.41,7.41,"human"
19.8,20.8,"human"
2317.74,2318.74,"mech_traffic_RECLASSIFY"
2350.96,2351.96,"mech_traffic_RECLASSIFY"
2353.2,2354.2,"mech_traffic_RECLASSIFY"
2357.58,2358.58,"mech_traffic_RECLASSIFY"
2362.49,2363.49,"mech_traffic_RECLASSIFY"
2367.34,2368.34,"mech_traffic_RECLASSIFY"
3931.02,3932.02,"mech_traffic_RECLASSIFY"
3934.12,3935.12,"mech_traffic_RECLASSIFY"
3936.56,3937.56,"mech_traffic_RECLASSIFY"
3938.66,3939.65,"mech_traffic_RECLASSIFY"
3940.92,3941.92,"mech_traffic_RECLASSIFY"
3943.77,3944.77,"mech_traffic_RECLASSIFY"
3944.92,3945.92,"mech_traffic_RECLASSIFY"
3948.3,3949.3,"mech_traffic_RECLASSIFY"
3950.6,3951.6,"mech_traffic_RECLASSIFY"
3953.28,3954.28,"mech_traffic_RECLASSIFY"
3954.72,3955.72,"mech_traffic_RECLASSIFY"
3960.25,3961.25,"mech_traffic_RECLASSIFY"
5169.21,5170.21,"ins_buzz_bee"
5297.04,5300.04,"ambient_day"
5426.76,5427.76,"RECLASSIFY"
5625.04,5626.04,"RECLASSIFY"
5626.68,5627.68,"RECLASSIFY"
5640.32,5641.32,"RECLASSIFY"
5644.25,5645.25,"RECLASSIFY"
6119.92,6120.92,"ins_buzz_bee"
6127,6128,"RECLASSIFY"
6497.96,6500.96,"ambient_day"
6794.16,6795.16,"RECLASSIFY"
6796.03,6797.22,"RECLASSIFY"
6800.38,6801.41,"RECLASSIFY"
6802.67,6803.67,"RECLASSIFY"
6805.85,6806.85,"RECLASSIFY"
6814.94,6815.94,"RECLASSIFY"
6915.02,6916.02,"mech_traffic_RECLASSIFY"
6950.06,6951.06,"RECLASSIFY"
6953.96,6954.96,"RECLASSIFY"
6956.06,6957.06,"RECLASSIFY"
7571.23,7572.23,"RECLASSIFY"
7925.29,7926.29,"RECLASSIFY"
7926.8,7927.8,"RECLASSIFY"
7973.18,7974.18,"RECLASSIFY"
7974.94,7975.94,"RECLASSIFY"
8118.06,8119.06,"RECLASSIFY"
8199.4,8200.4,"mech_traffic_RECLASSIFY"
8201.9,8202.9,"mech_traffic_RECLASSIFY"
8203.61,8204.61,"mech_traffic_RECLASSIFY"
8205.21,8206.21,"mech_traffic_RECLASSIFY"
8207.44,8208.44,"mech_traffic_RECLASSIFY"
8209.15,8210.15,"mech_traffic_RECLASSIFY"
8214.06,8215.06,"mech_traffic_RECLASSIFY"
8215.79,8216.79,"mech_traffic_RECLASSIFY"
8218.86,8219.86,"mech_traffic_RECLASSIFY"
8221.41,8222.75,"mech_traffic_RECLASSIFY"
8228.6,8229.6,"mech_traffic_RECLASSIFY"
8320.66,8323.66,"ambient_day"
8771.72,8772.72,"RECLASSIFY"
8773.71,8774.71,"RECLASSIFY"
9071.9,9072.9,"RECLASSIFY"
9385.85,9386.85,"RECLASSIFY"
9387.87,9388.87,"RECLASSIFY"
9448.17,9449.17,"RECLASSIFY"
9690.16,9691.16,"mech_combine"
9697.61,9698.61,"mech_combine"
9699.39,9700.38,"mech_combine"
9703.62,9704.7,"mech_combine"
9705.77,9706.77,"mech_combine"
9706.99,9707.99,"mech_combine"
9709.02,9710.62,"mech_combine"
9712.68,9713.68,"mech_combine"
9714.56,9715.65,"mech_combine"
9716.84,9717.84,"mech_combine"
9718.72,9719.84,"mech_combine"
9722.53,9724,"mech_combine"
9729,9730,"mech_combine"
9733.28,9734.28,"mech_combine"
9735.82,9736.82,"mech_combine"
10159.27,10162.27,"ambient_day"
11248.75,11249.75,"mech_traffic_RECLASSIFY"
11486.02,11487.58,"mech_combine"
11488.75,11489.75,"mech_combine"
11490.25,11491.25,"mech_combine"
11493.39,11494.39,"mech_combine"
11496.28,11497.28,"mech_combine"
11498.43,11499.42,"mech_combine"
11502.67,11503.67,"mech_combine"
11506.43,11507.43,"mech_combine"
13206.4,13207.4,"mech_traffic_RECLASSIFY"
13225.32,13226.32,"mech_traffic_RECLASSIFY"
13323.49,13324.54,"mech_traffic_RECLASSIFY"
13327.1,13328.1,"mech_traffic_RECLASSIFY"
13329.6,13330.6,"mech_traffic_RECLASSIFY"
13331.58,13332.64,"ins_buzz_bee"
13335.26,13336.26,"ins_buzz_bee"
13337.12,13338.12,"ins_buzz_bee"
13340.65,13341.65,"mech_traffic_RECLASSIFY"
13345.34,13346.34,"ins_buzz_bee"
13348.32,13349.32,"ins_buzz_bee"
13350.76,13351.76,"ins_buzz_bee"
15092.43,15093.43,"ins_buzz_bee"
15094.14,15095.14,"ins_buzz_bee"
15138.51,15139.51,"mech_traffic_RECLASSIFY"
16052.6,16053.6,"mech_traffic_RECLASSIFY"
16057.41,16058.98,"mech_traffic_RECLASSIFY"
16061.48,16062.48,"mech_traffic_RECLASSIFY"
16063.31,16064.31,"mech_traffic_RECLASSIFY"
16065.74,16066.74,"mech_traffic_RECLASSIFY"
16067.05,16068.05,"mech_traffic_RECLASSIFY"
16068.83,16069.86,"mech_traffic_RECLASSIFY"
16071.37,16072.37,"mech_traffic_RECLASSIFY"
16072.78,16073.78,"mech_traffic_RECLASSIFY"
16074.27,16075.26,"mech_traffic_RECLASSIFY"
16077.73,16078.98,"mech_traffic_RECLASSIFY"
