"start","end","label"
34546,34547.04,"frog_tree"
34546,34547.04,"ins_trill"
34546,34547.04,"ambient_night"
34865,34866.64,"ins_trill"
34865,34866.64,"frog_tree"
34865,34866.64,"ambient_night"
34867.06,34867.71,"frog_tree"
34867.06,34867.71,"ins_trill"
34867.06,34867.71,"ambient_night"
34867.83,34868.84,"ins_trill"
34867.83,34868.84,"frog_tree"
34867.83,34868.84,"ambient_night"
34877,34878.23,"ins_trill"
34877,34878.23,"frog_tree"
34877,34878.23,"ambient_night"
34878.35,34879.11,"frog_tree"
34878.35,34879.11,"ins_trill"
34878.35,34879.11,"ambient_night"
34879.03,34880.01,"ins_trill"
34879.03,34880.01,"ambient_night"
34879.71,34880.71,"frog_tree"
34879.71,34880.71,"ins_trill"
34879.71,34880.71,"ambient_night"
34968,34973.28,"ins_trill"
34968,34973.28,"frog_tree"
34968,34973.28,"ambient_night"
35114,35117.84,"ins_trill"
35114,35117.84,"frog_tree"
35114,35117.84,"ambient_night"
35142.04,35149.64,"ins_trill"
35142.04,35149.64,"ambient_night"
35159,35168.12,"ins_trill"
35159,35168.12,"ambient_night"
35585,35589.17,"ins_trill"
35585,35589.17,"mech_hum_traffic"
35585,35589.17,"frog_tree"
36180,36181.22,"mech_plane_prop"
36180,36181.22,"frog_tree"
36180,36181.22,"ins_trill"
36181.5,36182.51,"mech_plane_prop"
36181.5,36182.51,"frog_tree"
36181.5,36182.51,"ins_trill"
36183.27,36184.28,"mech_plane_prop"
36183.27,36184.28,"frog_tree"
36183.27,36184.28,"ins_trill"
36184.45,36185.64,"mech_plane_prop"
36184.45,36185.64,"frog_tree"
36184.45,36185.64,"ins_trill"
36185.97,36187.09,"mech_plane_prop"
36185.97,36187.09,"frog_tree"
36185.97,36187.09,"ins_trill"
36187.63,36188.83,"mech_plane_prop"
36187.63,36188.83,"frog_tree"
36187.63,36188.83,"ins_trill"
36189.31,36190.56,"mech_plane_prop"
36189.31,36190.56,"frog_tree"
36189.31,36190.56,"ins_trill"
36196,36200.32,"mech_plane_prop"
36196,36200.32,"frog_tree"
36196,36200.32,"ins_trill"
39228,39231.84,"ambient_night"
39347.11,39351.11,"ambient_night"
39392,39396.32,"ins_trill"
39392,39396.32,"mech_plane_jet"
39470,39472.66,"ambient_night"
39480,39497.76,"ambient_night"
39559,39561.4,"ins_trill"
39629,39635.24,"ambient_night"
39866.42,39869.25,"ins_trill"
39978,39981.36,"ambient_night"
40006,40013.2,"ambient_night"
40006,40013.2,"ins_trill"
40180,40183.36,"ambient_night"
40180,40183.36,"ins_trill"
41573,41582.12,"mech_plane_prop"
41573,41582.12,"ins_trill"
42516,42518.88,"mech_auto_bike"
42516,42518.88,"ins_trill"
44737.52,44739.9,"mech_hum_traffic"
55712.52,55717.02,"mech_hum_traffic"
78806.92,79106.92,"ambient_rain"
78844.12,78865.81,"ambient_thunder"
78877.53,78895.26,"ambient_thunder"
78983.44,79009.44,"ambient_thunder"
79094.17,79105.37,"ambient_thunder"
96747.32,96748.57,"ins_buzz_bee"
96762.54,96766.06,"ins_buzz_low"
96768.71,96771.73,"mech_auto_bike"
96771.58,96772.63,"ins_buzz_bee"
96796.22,96798.6,"ins_buzz_low"
96823.71,96824.55,"ins_buzz_low"
96861.92,96862.28,"ins_buzz_bee"
96873.89,96874.4,"ins_buzz_low"
96891.41,96892.06,"ins_buzz_bee"
96933.67,96934.32,"ins_buzz_bee"
96942.45,96943.29,"ins_buzz_bee"
96946.96,96947.79,"ins_buzz_bee"
96989.5,96990.65,"ins_buzz_bee"
97019.42,97020.37,"ins_buzz_bee"
97045.09,97046.16,"ins_buzz_bee"
122210,122211.75,"ins_trill"
122210,122211.75,"mech_plane_jet"
122212.31,122213.34,"ins_trill"
122212.31,122213.34,"mech_plane_jet"
131056.67,131060.73,"mech_hum_traffic"
