"start","end","label"
839.72,840.72,"RECLASSIFY"
842.65,843.65,"RECLASSIFY"
847.72,848.72,"RECLASSIFY"
869.76,870.76,"RECLASSIFY"
900.09,901.09,"RECLASSIFY"
907.07,908.07,"RECLASSIFY"
939.64,940.64,"RECLASSIFY"
950.83,951.83,"RECLASSIFY"
978.43,979.43,"RECLASSIFY"
997.55,998.55,"RECLASSIFY"
1003.18,1004.18,"RECLASSIFY"
1024.03,1025.03,"RECLASSIFY"
1071.79,1072.79,"RECLASSIFY"
1113,1114,"RECLASSIFY"
1137.4,1138.4,"ins_buzz_low"
1138.83,1139.83,"ins_buzz_low"
1271.07,1272.07,"RECLASSIFY"
1274.2,1275.2,"RECLASSIFY"
1308.25,1309.25,"RECLASSIFY"
1340.24,1341.24,"RECLASSIFY"
1346.68,1347.68,"RECLASSIFY"
1359.74,1360.74,"RECLASSIFY"
1365.77,1366.77,"RECLASSIFY"
1394.17,1395.17,"RECLASSIFY"
1441,1442,"RECLASSIFY"
1478.2,1479.2,"RECLASSIFY"
1480.62,1481.62,"RECLASSIFY"
1492.33,1493.33,"RECLASSIFY"
1517.56,1518.56,"RECLASSIFY"
1596.78,1597.78,"RECLASSIFY"
1618.62,1619.62,"RECLASSIFY"
1620.96,1621.96,"RECLASSIFY"
1668.68,1669.68,"RECLASSIFY"
1689.24,1690.24,"RECLASSIFY"
1692.57,1693.57,"RECLASSIFY"
1703.42,1704.42,"RECLASSIFY"
1705.18,1706.18,"RECLASSIFY"
1714.94,1715.97,"RECLASSIFY"
1717.87,1718.87,"RECLASSIFY"
1733.96,1734.96,"RECLASSIFY"
1738.72,1739.72,"RECLASSIFY"
1763.24,1764.24,"RECLASSIFY"
1842.35,1843.35,"RECLASSIFY"
1887.9,1888.9,"RECLASSIFY"
1890.65,1891.65,"RECLASSIFY"
1892.59,1893.59,"RECLASSIFY"
1930.91,1931.91,"RECLASSIFY"
1949,1950,"RECLASSIFY"
1957.63,1958.63,"RECLASSIFY"
1967.88,1968.88,"RECLASSIFY"
1970.81,1971.81,"RECLASSIFY"
1979.61,1980.61,"RECLASSIFY"
2026.73,2027.73,"RECLASSIFY"
2029.42,2030.42,"RECLASSIFY"
2032.81,2033.81,"RECLASSIFY"
2034.75,2035.75,"RECLASSIFY"
2036.88,2037.88,"RECLASSIFY"
2139.95,2140.95,"RECLASSIFY"
2159.55,2160.55,"RECLASSIFY"
2162.94,2163.94,"RECLASSIFY"
2166.57,2167.57,"RECLASSIFY"
2173.47,2174.47,"RECLASSIFY"
2176.28,2177.28,"RECLASSIFY"
2178.51,2179.51,"RECLASSIFY"
2183.97,2184.99,"RECLASSIFY"
2186.51,2187.51,"RECLASSIFY"
2188.06,2189.06,"RECLASSIFY"
2190.06,2191.06,"RECLASSIFY"
2192.35,2193.44,"RECLASSIFY"
2196.22,2197.28,"RECLASSIFY"
2198.46,2199.68,"RECLASSIFY"
2201.5,2202.78,"RECLASSIFY"
2203.66,2204.66,"RECLASSIFY"
2206.03,2207.03,"RECLASSIFY"
2207.81,2209.02,"RECLASSIFY"
2210.22,2211.22,"RECLASSIFY"
2212.9,2213.89,"RECLASSIFY"
2215.45,2216.45,"RECLASSIFY"
2218.32,2219.32,"RECLASSIFY"
2221.63,2222.63,"RECLASSIFY"
2224,2225,"RECLASSIFY"
2226.4,2227.68,"RECLASSIFY"
2231.07,2232.06,"RECLASSIFY"
2232.75,2233.75,"RECLASSIFY"
2236.74,2237.76,"RECLASSIFY"
2239.42,2240.48,"RECLASSIFY"
2243,2244,"RECLASSIFY"
2244.99,2246.34,"RECLASSIFY"
2248.1,2249.18,"RECLASSIFY"
2249.92,2250.92,"RECLASSIFY"
2252.19,2253.19,"RECLASSIFY"
2254.18,2255.26,"RECLASSIFY"
2256.59,2257.59,"RECLASSIFY"
2258.72,2259.72,"RECLASSIFY"
2260.42,2261.47,"RECLASSIFY"
2263.04,2264.16,"RECLASSIFY"
2266.85,2268.06,"RECLASSIFY"
2269.86,2271.55,"RECLASSIFY"
2273.18,2274.18,"RECLASSIFY"
2275.08,2276.08,"RECLASSIFY"
2276.7,2277.7,"RECLASSIFY"
2278.46,2279.46,"RECLASSIFY"
2279.9,2280.9,"RECLASSIFY"
2281.36,2282.36,"RECLASSIFY"
2283.71,2284.93,"RECLASSIFY"
2286.27,2287.62,"RECLASSIFY"
2289.31,2290.56,"RECLASSIFY"
2291.6,2292.6,"RECLASSIFY"
2293.13,2294.13,"RECLASSIFY"
2296.52,2297.52,"RECLASSIFY"
2298.78,2299.78,"RECLASSIFY"
2299.76,2300.76,"RECLASSIFY"
2301.45,2302.45,"RECLASSIFY"
2305.6,2306.66,"RECLASSIFY"
2307.71,2308.77,"RECLASSIFY"
2309.86,2310.88,"RECLASSIFY"
2313.57,2314.78,"RECLASSIFY"
2315.23,2316.23,"RECLASSIFY"
2319.97,2320.96,"RECLASSIFY"
2321.82,2322.82,"RECLASSIFY"
2323.55,2325.28,"RECLASSIFY"
2325.95,2326.95,"RECLASSIFY"
2327.85,2328.85,"RECLASSIFY"
2330.14,2331.17,"RECLASSIFY"
2333.41,2334.5,"RECLASSIFY"
2335.53,2336.53,"RECLASSIFY"
2337.47,2338.56,"RECLASSIFY"
2340.38,2341.41,"RECLASSIFY"
2343.23,2344.22,"RECLASSIFY"
2344.94,2345.94,"RECLASSIFY"
2347.42,2348.45,"RECLASSIFY"
2351.14,2352.16,"RECLASSIFY"
2352.94,2353.94,"RECLASSIFY"
2354.36,2355.36,"RECLASSIFY"
2358.82,2360.16,"RECLASSIFY"
2362.54,2363.54,"RECLASSIFY"
2364.28,2365.28,"RECLASSIFY"
2365.54,2366.66,"RECLASSIFY"
2367.74,2368.74,"RECLASSIFY"
2369.34,2370.34,"RECLASSIFY"
2370.52,2371.52,"RECLASSIFY"
2379.9,2380.96,"RECLASSIFY"
2384.58,2386.3,"RECLASSIFY"
2387.72,2388.72,"RECLASSIFY"
2390.72,2391.74,"RECLASSIFY"
2392.68,2393.68,"RECLASSIFY"
2394.59,2395.59,"RECLASSIFY"
2395.61,2396.61,"RECLASSIFY"
2397.32,2398.32,"RECLASSIFY"
2399.02,2400.02,"RECLASSIFY"
2401.02,2402.05,"RECLASSIFY"
2403.62,2404.83,"RECLASSIFY"
2405.55,2406.55,"RECLASSIFY"
2406.98,2408.77,"RECLASSIFY"
2412.7,2414.05,"RECLASSIFY"
2418.24,2419.23,"RECLASSIFY"
2422.4,2423.49,"RECLASSIFY"
2427.71,2428.8,"RECLASSIFY"
2430,2431,"RECLASSIFY"
2444.26,2445.38,"RECLASSIFY"
2446.88,2448.03,"RECLASSIFY"
2448.8,2449.8,"RECLASSIFY"
2451.23,2452.26,"RECLASSIFY"
2453.22,2454.53,"RECLASSIFY"
2455.21,2456.21,"RECLASSIFY"
2456.49,2457.49,"RECLASSIFY"
2460.32,2461.44,"RECLASSIFY"
2464.62,2465.62,"RECLASSIFY"
2466.21,2467.3,"RECLASSIFY"
2468.19,2469.19,"RECLASSIFY"
2469.79,2470.79,"RECLASSIFY"
2471.56,2472.56,"RECLASSIFY"
2473.95,2474.95,"RECLASSIFY"
2475.28,2476.28,"RECLASSIFY"
2479.61,2480.61,"RECLASSIFY"
2481.64,2482.64,"RECLASSIFY"
2482.88,2484.22,"RECLASSIFY"
2485.18,2486.18,"RECLASSIFY"
2488.91,2489.91,"RECLASSIFY"
2491.07,2492.07,"RECLASSIFY"
2492.65,2493.65,"RECLASSIFY"
2496.38,2497.41,"RECLASSIFY"
2503.52,2504.58,"RECLASSIFY"
2510.43,2511.87,"RECLASSIFY"
2514.85,2515.94,"RECLASSIFY"
2517.56,2518.56,"RECLASSIFY"
2531.87,2532.93,"RECLASSIFY"
2534.56,2535.65,"RECLASSIFY"
2537.54,2538.59,"RECLASSIFY"
2539.72,2540.72,"RECLASSIFY"
2546.3,2547.52,"RECLASSIFY"
2547.87,2548.87,"RECLASSIFY"
2549.57,2550.59,"RECLASSIFY"
2554,2555,"RECLASSIFY"
2556.16,2557.25,"RECLASSIFY"
2558.22,2559.22,"RECLASSIFY"
2560.29,2561.31,"RECLASSIFY"
2562.53,2563.58,"RECLASSIFY"
2570.69,2572.22,"RECLASSIFY"
2573.15,2574.15,"RECLASSIFY"
2574.21,2575.46,"RECLASSIFY"
2576.96,2578.11,"RECLASSIFY"
2581.1,2582.1,"RECLASSIFY"
2582.67,2583.67,"RECLASSIFY"
2584.78,2585.78,"RECLASSIFY"
2586.04,2587.04,"RECLASSIFY"
2587.97,2588.96,"RECLASSIFY"
2590.08,2591.08,"RECLASSIFY"
2597.23,2598.23,"RECLASSIFY"
2653.71,2654.71,"RECLASSIFY"
2657.32,2658.32,"RECLASSIFY"
2660.17,2661.17,"RECLASSIFY"
2682.62,2683.62,"RECLASSIFY"
2691.72,2692.72,"RECLASSIFY"
2694.3,2695.33,"RECLASSIFY"
2697.1,2698.1,"RECLASSIFY"
2701.76,2702.78,"RECLASSIFY"
2708.67,2709.67,"RECLASSIFY"
2758.52,2759.52,"RECLASSIFY"
2762.62,2763.62,"RECLASSIFY"
2764.73,2765.73,"RECLASSIFY"
2766.92,2767.92,"RECLASSIFY"
2775.23,2776.23,"RECLASSIFY"
2778.08,2779.3,"RECLASSIFY"
2782.67,2783.67,"RECLASSIFY"
2788.38,2789.38,"RECLASSIFY"
2789.93,2790.93,"RECLASSIFY"
2792.88,2793.88,"RECLASSIFY"
2795.07,2796.07,"RECLASSIFY"
2799.68,2800.86,"RECLASSIFY"
2806.52,2807.52,"RECLASSIFY"
2811.68,2812.8,"RECLASSIFY"
2813.44,2814.44,"RECLASSIFY"
2816.35,2817.5,"RECLASSIFY"
2819,2820,"RECLASSIFY"
2821.18,2822.18,"RECLASSIFY"
2823.04,2824.04,"RECLASSIFY"
2825.24,2826.24,"RECLASSIFY"
2826.92,2827.92,"RECLASSIFY"
2828.64,2829.64,"RECLASSIFY"
2830.69,2831.94,"RECLASSIFY"
2836.96,2837.95,"RECLASSIFY"
2841.26,2842.26,"RECLASSIFY"
2843.45,2844.45,"RECLASSIFY"
2847.21,2848.21,"RECLASSIFY"
2864.57,2865.57,"RECLASSIFY"
2869.08,2870.08,"RECLASSIFY"
2872.62,2873.62,"RECLASSIFY"
2874.27,2875.27,"RECLASSIFY"
2875.77,2876.77,"RECLASSIFY"
2882.46,2883.46,"RECLASSIFY"
2889.56,2890.56,"RECLASSIFY"
2898.43,2899.43,"RECLASSIFY"
2900.16,2901.16,"RECLASSIFY"
2901.22,2902.21,"RECLASSIFY"
2904.22,2905.41,"RECLASSIFY"
2906.96,2907.96,"RECLASSIFY"
2910.62,2911.62,"RECLASSIFY"
2912.35,2913.34,"RECLASSIFY"
2918.11,2919.11,"RECLASSIFY"
3056.8,3057.8,"RECLASSIFY"
3058.25,3059.25,"RECLASSIFY"
3094.99,3095.99,"RECLASSIFY"
3095.71,3096.71,"RECLASSIFY"
3099.78,3100.9,"RECLASSIFY"
3113.31,3114.31,"RECLASSIFY"
3115.66,3116.66,"RECLASSIFY"
3117.4,3118.4,"RECLASSIFY"
3126.08,3127.78,"RECLASSIFY"
3129.9,3130.9,"RECLASSIFY"
3132.52,3133.52,"RECLASSIFY"
3158.99,3159.99,"RECLASSIFY"
3173.69,3174.69,"RECLASSIFY"
3187.4,3188.4,"RECLASSIFY"
3198.54,3199.54,"RECLASSIFY"
3200,3207.07,"human"
3203.2,3207.07,"ins_buzz_high"
3205.99,3207.07,"ins_buzz_high"
3214.19,3215.19,"RECLASSIFY"
3216.59,3217.59,"RECLASSIFY"
3218.38,3219.38,"RECLASSIFY"
3220.27,3221.27,"RECLASSIFY"
3222.34,3223.33,"RECLASSIFY"
3398.11,3399.11,"mech_traffic_RECLASSIFY"
3424.84,3425.84,"mech_traffic_RECLASSIFY"
3442.68,3443.68,"mech_traffic_RECLASSIFY"
3616.16,3617.16,"RECLASSIFY"
3653.68,3654.68,"RECLASSIFY"
3723.26,3724.26,"RECLASSIFY"
3729.18,3730.18,"RECLASSIFY"
3731.08,3732.08,"RECLASSIFY"
3734.72,3735.71,"RECLASSIFY"
3737.02,3738.02,"RECLASSIFY"
3739.81,3740.8,"RECLASSIFY"
3742.56,3743.56,"RECLASSIFY"
3747.26,3748.26,"RECLASSIFY"
3749.12,3750.21,"RECLASSIFY"
3752.81,3753.81,"RECLASSIFY"
3761.72,3762.72,"RECLASSIFY"
3766.09,3767.09,"RECLASSIFY"
3770.28,3771.28,"RECLASSIFY"
3771.71,3772.71,"RECLASSIFY"
3774.72,3775.84,"RECLASSIFY"
3782.28,3783.28,"RECLASSIFY"
3787.04,3788.04,"RECLASSIFY"
3789.26,3790.26,"RECLASSIFY"
3790.49,3791.49,"RECLASSIFY"
3792.56,3793.56,"RECLASSIFY"
3801.05,3802.05,"RECLASSIFY"
3847.68,3848.68,"RECLASSIFY"
3857.24,3858.24,"RECLASSIFY"
3879.95,3880.95,"RECLASSIFY"
3884.51,3885.57,"RECLASSIFY"
3888.25,3889.25,"RECLASSIFY"
3899.26,3900.26,"RECLASSIFY"
3917.98,3918.98,"RECLASSIFY"
3919.48,3920.48,"RECLASSIFY"
3926.48,3927.48,"RECLASSIFY"
3936.91,3937.91,"RECLASSIFY"
3957.12,3958.12,"RECLASSIFY"
3991.93,3992.93,"RECLASSIFY"
4007.13,4008.13,"RECLASSIFY"
4022.64,4023.64,"RECLASSIFY"
4071.87,4072.87,"RECLASSIFY"
4074.01,4075.01,"RECLASSIFY"
4107.77,4108.77,"RECLASSIFY"
4154.62,4155.62,"RECLASSIFY"
4159.07,4160.07,"RECLASSIFY"
4185.24,4186.24,"RECLASSIFY"
4188.36,4189.36,"RECLASSIFY"
4254.5,4255.58,"RECLASSIFY"
4256.86,4257.86,"RECLASSIFY"
4258.72,4260.19,"RECLASSIFY"
4262.88,4263.88,"RECLASSIFY"
