0.000000	4.898626	ambient_day
11.770310	13.199076	ambient_day
18.914139	19.662541	ambient_day
22.656145	31.500887	ambient_day
37.147914	39.189008	ambient_day
44.563890	50.891282	ambient_day
53.680777	55.245616	ambient_squeak
55.585798	58.171184	ambient_day
62.185336	70.145603	ambient_day
70.621859	150.904897	mech_hum_traffic
75.656558	76.404959	ambient_day
79.874819	84.705409	ambient_day
90.352436	94.910880	ambient_day
102.054709	106.409043	ambient_day
114.437347	118.383463	ambient_day
126.343730	133.283450	ambient_day
137.637784	141.515863	ambient_day
148.999875	152.673845	ambient_day
157.504435	190.570160	ambient_hum_traffic
160.157857	166.213103	ambient_day
171.247802	227.922184	ambient_day
232.684737	245.951849	ambient_day
252.075132	267.315302	ambient_day
272.009818	276.023970	ambient_day
279.153648	280.174195	ambient_day
282.963690	289.903411	ambient_day
292.624869	300.000000	ambient_day
