0.000000	49.889467	mech_plane_prop
73.025834	73.616870	ambient_rustle
77.097418	84.518209	ambient_day
83.110161	166.876103	mech_plane_prop
88.721134	97.323998	ambient_day
104.744788	106.846251	ambient_day
112.362591	113.807347	ambient_day
147.830673	153.796343	ambient_day
162.420192	164.152161	ambient_day
182.434055	185.128228	ambient_day
188.255394	203.362012	ambient_day
205.430752	234.056349	ambient_day
238.867374	240.118240	ambient_day
242.764304	263.740371	ambient_day
266.338324	291.163212	ambient_day
277.644232	278.413996	ins_buzz_low
294.723370	296.888331	ambient_day
