6.667112	10.276965	ambient_day
9.636153	98.253438	mech_hum_traffic
18.924513	23.713824	ambient_day
33.437577	37.428669	ambient_day
45.135627	48.401066	ambient_day
51.303678	52.101897	ambient_day
88.467852	147.836251	ambient_day
106.917740	108.957188	ambient_rustle
119.521127	120.517136	ambient_rustle
127.643095	129.478068	ambient_day
133.188455	135.125371	ambient_day
138.081716	140.273489	ambient_day
143.076920	147.205610	ambient_day
150.110983	157.501847	ambient_day
161.528593	171.620944	ambient_day
177.584607	183.140497	ambient_day
185.587128	190.582332	ambient_day
189.460959	190.123589	ambient_squeak
196.393080	200.063026	ambient_day
207.657775	216.628754	ambient_day
234.723626	237.781914	ambient_day
244.917920	246.803865	ambient_day
252.818498	256.947188	ambient_day
272.493486	300.000000	ambient_day
289.314072	291.811674	ambient_squeak
