0.000000	8.833979	ambient_day
12.935112	13.313332	ambient_day
19.364846	25.038141	ambient_day
26.324087	30.257572	ambient_day
33.358973	35.174427	ambient_day
48.185183	64.221696	ambient_day
67.729516	70.886579	ambient_day
72.696628	96.648209	ambient_day
97.700564	114.622419	ambient_day
104.056783	118.579271	mech_plane_prop
116.474562	122.662405	ambient_day
124.935490	132.049404	ambient_day
134.196207	139.457978	ambient_day
141.520592	149.308013	ambient_day
151.454816	171.870487	ambient_day
173.722631	176.795505	ambient_day
178.395083	193.001760	ambient_day
194.895997	201.168028	ambient_day
203.862055	204.409279	ambient_day
206.598176	212.238794	ambient_day
213.501619	217.753130	ambient_day
219.352709	221.625794	ambient_day
223.940973	235.390587	ambient_day
230.802322	299.836757	mech_plane_prop
239.768380	252.017783	ambient_day
254.922280	265.908858	ambient_day
268.055661	276.684965	ambient_day
278.789674	290.618135	ambient_day
292.386090	299.415816	ambient_day
