16.384914	16.829532	ambient_day
18.216739	18.608002	ambient_day
19.354960	19.852932	ins_buzz_low
20.345133	30.024094	ambient_rustle
32.277511	32.599427	ambient_rustle
46.398921	48.223116	ambient_squeak
52.987482	56.893405	ambient_rustle
67.044510	67.280582	ambient_scraping
71.122121	72.474171	ins_buzz_low
80.200171	81.316149	ins_buzz_low
106.511493	118.336565	ambient_day
132.801353	135.956136	ambient_day
167.418125	167.825886	ambient_day
171.324047	172.096647	ambient_squeak
184.308019	185.037697	ambient_day
257.453864	260.019605	ambient_day
269.402890	270.282573	ambient_day
272.188552	272.591740	ambient_day
279.299322	285.677024	ambient_day
291.138388	292.567873	ambient_day
