"start","end","label"
1880.72,1881.72,"mech_traffic_RECLASSIFY"
1915.74,1916.74,"mech_traffic_RECLASSIFY"
1918,1919,"mech_traffic_RECLASSIFY"
1920.54,1921.54,"mech_traffic_RECLASSIFY"
1932.06,1933.06,"mech_traffic_RECLASSIFY"
4571.58,4572.58,"mech_traffic_RECLASSIFY"
7600.56,7601.56,"RECLASSIFY"
7723.61,7724.61,"mech_traffic_RECLASSIFY"
7729.31,7730.31,"mech_traffic_RECLASSIFY"
7730.92,7731.92,"mech_traffic_RECLASSIFY"
7733.53,7734.53,"mech_traffic_RECLASSIFY"
7734.78,7735.78,"mech_traffic_RECLASSIFY"
7736.54,7737.6,"mech_traffic_RECLASSIFY"
7738.91,7740.1,"mech_traffic_RECLASSIFY"
7740.91,7741.91,"mech_traffic_RECLASSIFY"
7742,7743,"mech_traffic_RECLASSIFY"
7745.02,7746.21,"mech_traffic_RECLASSIFY"
7747.17,7748.64,"mech_traffic_RECLASSIFY"
7749.2,7750.2,"mech_traffic_RECLASSIFY"
7751.26,7752.8,"mech_traffic_RECLASSIFY"
7753.95,7755.1,"mech_traffic_RECLASSIFY"
7756.38,7757.41,"mech_traffic_RECLASSIFY"
7757.63,7758.63,"mech_traffic_RECLASSIFY"
7760.1,7761.41,"mech_traffic_RECLASSIFY"
7763.84,7764.84,"mech_traffic_RECLASSIFY"
7765.4,7766.4,"mech_traffic_RECLASSIFY"
7785.84,7786.84,"mech_traffic_RECLASSIFY"
8284.12,8285.12,"mech_traffic_RECLASSIFY"
8306.65,8307.65,"mech_traffic_RECLASSIFY"
8873.65,8876.65,"ins_buzz_low"
9828.97,9829.97,"mech_traffic_RECLASSIFY"
9834.22,9835.22,"mech_traffic_RECLASSIFY"
9862.35,9863.35,"mech_traffic_RECLASSIFY"
9865.74,9866.74,"mech_traffic_RECLASSIFY"
9869.23,9870.23,"mech_traffic_RECLASSIFY"
9872.44,9873.44,"mech_traffic_RECLASSIFY"
9874.14,9875.14,"mech_traffic_RECLASSIFY"
9876.06,9877.18,"mech_traffic_RECLASSIFY"
9878.2,9879.2,"mech_traffic_RECLASSIFY"
9879.93,9880.93,"mech_traffic_RECLASSIFY"
9881.47,9882.47,"mech_traffic_RECLASSIFY"
9882.98,9883.97,"mech_traffic_RECLASSIFY"
9885.7,9886.94,"mech_traffic_RECLASSIFY"
9888.26,9889.28,"mech_traffic_RECLASSIFY"
9890.4,9891.4,"mech_traffic_RECLASSIFY"
9893.38,9894.56,"mech_traffic_RECLASSIFY"
9896.48,9897.57,"mech_traffic_RECLASSIFY"
9898.75,9899.75,"mech_traffic_RECLASSIFY"
9904.6,9905.6,"mech_traffic_RECLASSIFY"
10009.66,10010.66,"mech_traffic_RECLASSIFY"
10022.68,10023.68,"mech_traffic_RECLASSIFY"
10222.46,10223.52,"mech_traffic_RECLASSIFY"
10224.61,10225.7,"mech_traffic_RECLASSIFY"
10227,10228,"mech_traffic_RECLASSIFY"
10228.77,10229.98,"mech_traffic_RECLASSIFY"
10231.2,10232.19,"mech_traffic_RECLASSIFY"
10233.54,10234.56,"mech_traffic_RECLASSIFY"
10236.32,10237.76,"mech_traffic_RECLASSIFY"
10239.37,10240.37,"mech_traffic_RECLASSIFY"
10241.32,10242.32,"mech_traffic_RECLASSIFY"
10243.52,10244.67,"mech_traffic_RECLASSIFY"
10245.98,10247.81,"mech_traffic_RECLASSIFY"
10249.09,10250.21,"mech_traffic_RECLASSIFY"
10286.75,10287.84,"mech_traffic_RECLASSIFY"
10290.12,10291.12,"mech_traffic_RECLASSIFY"
10295.63,10296.63,"mech_traffic_RECLASSIFY"
10298.46,10299.46,"mech_traffic_RECLASSIFY"
11319.8,11320.8,"mech_traffic_RECLASSIFY"
11328.75,11329.75,"mech_traffic_RECLASSIFY"
11333.13,11334.13,"mech_traffic_RECLASSIFY"
11336.54,11337.63,"mech_traffic_RECLASSIFY"
11341.09,11342.18,"mech_traffic_RECLASSIFY"
11343.02,11344.02,"mech_traffic_RECLASSIFY"
11345.87,11346.87,"mech_traffic_RECLASSIFY"
11347.88,11348.88,"mech_traffic_RECLASSIFY"
11350,11351,"mech_traffic_RECLASSIFY"
11353.39,11354.39,"mech_traffic_RECLASSIFY"
11356.67,11357.67,"mech_traffic_RECLASSIFY"
11359.4,11360.4,"mech_traffic_RECLASSIFY"
11361.5,11362.59,"mech_traffic_RECLASSIFY"
11363.77,11364.77,"mech_traffic_RECLASSIFY"
11366.56,11367.65,"mech_traffic_RECLASSIFY"
11368.32,11369.32,"mech_traffic_RECLASSIFY"
11371.84,11372.9,"mech_traffic_RECLASSIFY"
11373.68,11374.68,"mech_traffic_RECLASSIFY"
11375.82,11376.82,"mech_traffic_RECLASSIFY"
11377.38,11378.37,"mech_traffic_RECLASSIFY"
11379.88,11380.88,"mech_traffic_RECLASSIFY"
11381.6,11382.6,"mech_traffic_RECLASSIFY"
11386.33,11387.33,"mech_traffic_RECLASSIFY"
11389.71,11390.71,"mech_traffic_RECLASSIFY"
11397.64,11398.64,"mech_traffic_RECLASSIFY"
12266.76,12267.76,"mech_traffic_RECLASSIFY"
12274.6,12275.6,"mech_traffic_RECLASSIFY"
12859.64,12862.87,"ins_buzz_bee"
13177.64,13178.64,"mech_traffic_RECLASSIFY"
13754.08,13755.08,"mech_traffic_RECLASSIFY"
13758.43,13759.43,"mech_traffic_RECLASSIFY"
13770.14,13771.14,"mech_traffic_RECLASSIFY"
14278.08,14279.08,"mech_traffic_RECLASSIFY"
14287.68,14288.68,"mech_traffic_RECLASSIFY"
14333.91,14336.91,"ambient_day"
14614.78,14615.78,"mech_traffic_RECLASSIFY"
14705.39,14706.39,"mech_traffic_RECLASSIFY"
14849.68,14850.68,"mech_traffic_RECLASSIFY"
14860.19,14861.19,"mech_traffic_RECLASSIFY"
14865.26,14866.26,"mech_traffic_RECLASSIFY"
14874.24,14875.24,"mech_traffic_RECLASSIFY"
14882.57,14883.57,"mech_traffic_RECLASSIFY"
15074.51,15075.51,"mech_traffic_RECLASSIFY"
15077,15078,"mech_traffic_RECLASSIFY"
15078.54,15079.54,"mech_traffic_RECLASSIFY"
15081.16,15082.16,"mech_traffic_RECLASSIFY"
15083.16,15084.16,"mech_traffic_RECLASSIFY"
15085.66,15086.66,"mech_traffic_RECLASSIFY"
15088.16,15089.54,"mech_traffic_RECLASSIFY"
15090.56,15091.62,"mech_traffic_RECLASSIFY"
15092.54,15093.76,"mech_traffic_RECLASSIFY"
15094.84,15095.84,"mech_traffic_RECLASSIFY"
15096.04,15097.04,"mech_traffic_RECLASSIFY"
15098.75,15099.75,"mech_traffic_RECLASSIFY"
15102.37,15103.39,"mech_traffic_RECLASSIFY"
15103.84,15104.84,"mech_traffic_RECLASSIFY"
15108.99,15109.99,"mech_traffic_RECLASSIFY"
15117.63,15118.63,"mech_traffic_RECLASSIFY"
15492.38,15493.38,"mech_traffic_RECLASSIFY"
15891.59,15894.59,"ambient_day"
16079.53,16080.53,"mech_traffic_RECLASSIFY"
16083.45,16084.45,"mech_traffic_RECLASSIFY"
16089.31,16090.31,"mech_traffic_RECLASSIFY"
16092.84,16093.84,"mech_traffic_RECLASSIFY"
16093.85,16094.85,"mech_traffic_RECLASSIFY"
16095.82,16096.82,"mech_traffic_RECLASSIFY"
16107.48,16108.48,"mech_traffic_RECLASSIFY"
16292.7,16293.7,"mech_traffic_RECLASSIFY"
16540.47,16543.47,"ambient_day"
16790.19,16791.19,"mech_traffic_RECLASSIFY"
17561.28,17564.28,"ambient_day"
18097.9,18098.9,"mech_traffic_RECLASSIFY"
18104.3,18105.3,"mech_traffic_RECLASSIFY"
18106,18107,"mech_traffic_RECLASSIFY"
18108.57,18109.57,"mech_traffic_RECLASSIFY"
18110.5,18111.49,"mech_traffic_RECLASSIFY"
18112.19,18113.19,"mech_traffic_RECLASSIFY"
18113.61,18114.61,"mech_traffic_RECLASSIFY"
18117.25,18118.46,"mech_traffic_RECLASSIFY"
18118.92,18119.92,"mech_traffic_RECLASSIFY"
18120.93,18122.27,"mech_traffic_RECLASSIFY"
18123.78,18124.9,"mech_traffic_RECLASSIFY"
18125.24,18126.24,"mech_traffic_RECLASSIFY"
18126.91,18128.26,"mech_traffic_RECLASSIFY"
18129.9,18130.9,"mech_traffic_RECLASSIFY"
18131.13,18132.13,"mech_traffic_RECLASSIFY"
18132.16,18133.16,"mech_traffic_RECLASSIFY"
18135.1,18136.29,"mech_traffic_RECLASSIFY"
18137.76,18138.76,"mech_traffic_RECLASSIFY"
18140.28,18141.28,"mech_traffic_RECLASSIFY"
18142.4,18143.42,"mech_traffic_RECLASSIFY"
18150.3,18151.33,"mech_traffic_RECLASSIFY"
18156.72,18157.72,"mech_traffic_RECLASSIFY"
18334.46,18335.46,"mech_traffic_RECLASSIFY"
18641.75,18644.75,"ambient_day"
18950.91,18951.91,"mech_traffic_RECLASSIFY"
19460.3,19461.3,"mech_traffic_RECLASSIFY"
19462.8,19463.8,"mech_traffic_RECLASSIFY"
19465.38,19466.37,"mech_traffic_RECLASSIFY"
19467.93,19468.93,"mech_traffic_RECLASSIFY"
19472.48,19473.73,"mech_traffic_RECLASSIFY"
19475.97,19477.18,"mech_traffic_RECLASSIFY"
19479.26,19480.35,"mech_traffic_RECLASSIFY"
19482.24,19483.42,"mech_traffic_RECLASSIFY"
19483.96,19484.96,"mech_traffic_RECLASSIFY"
19485.86,19486.85,"mech_traffic_RECLASSIFY"
19488.35,19489.35,"mech_traffic_RECLASSIFY"
19490.52,19491.52,"mech_traffic_RECLASSIFY"
19492.26,19493.38,"mech_traffic_RECLASSIFY"
19494.53,19495.55,"mech_traffic_RECLASSIFY"
19496.3,19497.3,"mech_traffic_RECLASSIFY"
19498.6,19499.6,"mech_traffic_RECLASSIFY"
19500.9,19502.21,"mech_traffic_RECLASSIFY"
19502.76,19503.76,"mech_traffic_RECLASSIFY"
19505.12,19506.56,"mech_traffic_RECLASSIFY"
19507.81,19509.66,"mech_traffic_RECLASSIFY"
19510.96,19511.96,"mech_traffic_RECLASSIFY"
19515.26,19516.26,"mech_traffic_RECLASSIFY"
19518.21,19520.1,"mech_traffic_RECLASSIFY"
19522.72,19523.72,"mech_traffic_RECLASSIFY"
19536.41,19537.41,"mech_traffic_RECLASSIFY"
20233.37,20234.37,"mech_traffic_RECLASSIFY"
20236.59,20237.59,"mech_traffic_RECLASSIFY"
20238.2,20239.2,"mech_traffic_RECLASSIFY"
20241.04,20242.04,"mech_traffic_RECLASSIFY"
20242.98,20243.97,"mech_traffic_RECLASSIFY"
20246.38,20247.38,"mech_traffic_RECLASSIFY"
20248.49,20249.49,"mech_traffic_RECLASSIFY"
20250.11,20251.11,"mech_traffic_RECLASSIFY"
20252.17,20253.17,"mech_traffic_RECLASSIFY"
20254.22,20255.22,"mech_traffic_RECLASSIFY"
20256.25,20257.25,"mech_traffic_RECLASSIFY"
20261.6,20262.6,"mech_traffic_RECLASSIFY"
20262.86,20263.86,"mech_traffic_RECLASSIFY"
20266.09,20267.09,"mech_traffic_RECLASSIFY"
20267.82,20268.82,"mech_traffic_RECLASSIFY"
20270.91,20271.91,"mech_traffic_RECLASSIFY"
20273.96,20274.96,"mech_traffic_RECLASSIFY"
20275.84,20276.84,"mech_traffic_RECLASSIFY"
20278.01,20279.01,"mech_traffic_RECLASSIFY"
20279.76,20280.76,"mech_traffic_RECLASSIFY"
20285.55,20286.55,"mech_traffic_RECLASSIFY"
20449.53,20450.53,"mech_traffic_RECLASSIFY"
20451,20452,"mech_traffic_RECLASSIFY"
20454.38,20455.38,"mech_traffic_RECLASSIFY"
20895.48,20898.48,"ambient_day"
20942.88,20943.88,"mech_traffic_RECLASSIFY"
20946.52,20947.52,"mech_traffic_RECLASSIFY"
20952.09,20953.09,"mech_traffic_RECLASSIFY"
20956.28,20957.28,"mech_traffic_RECLASSIFY"
20960.93,20961.92,"mech_traffic_RECLASSIFY"
20963.81,20964.8,"mech_traffic_RECLASSIFY"
20966.03,20967.03,"mech_traffic_RECLASSIFY"
