0.000000	25.322392	ambient_day
33.035588	34.754202	ambient_day
42.965360	51.749389	ambient_day
50.646995	51.421611	ins_buzz_low
53.857918	54.071980	ambient_scraping
70.854377	71.007278	ambient_scraping
85.074181	85.716366	ambient_day
86.450291	91.373707	ambient_day
92.505175	93.208520	ambient_day
94.676371	97.122789	ambient_day
98.101356	102.107365	ambient_day
104.767845	108.437472	ambient_day
113.911331	115.440343	ambient_day
117.152835	119.354611	ambient_day
120.608400	122.718436	ambient_day
123.544102	125.745878	ambient_day
126.632704	129.660146	ambient_day
130.698092	146.935978	ambient_day
131.097417	133.635575	human
136.724178	137.274622	human
138.589572	139.354077	human
139.681598	139.979723	ambient_scraping
140.699607	141.097150	human
143.604728	145.347801	human
148.040694	148.776070	human
148.903604	151.447606	ambient_day
152.600357	158.046111	ambient_day
159.715612	161.603738	ambient_day
162.895614	163.710490	ambient_day
163.710490	165.101741	ins_buzz_low
169.990994	171.680370	ambient_day
171.680370	172.316371	ins_buzz_low
179.232876	179.868876	ins_buzz_low
182.870003	188.812632	ambient_day
188.017632	191.277134	human
191.992635	193.542886	ambient_day
195.391262	198.789889	ambient_day
199.942640	204.613268	ambient_scraping
205.030644	209.502522	ambient_day
210.198147	211.410523	ins_buzz_low
211.748398	212.463899	ambient_day
213.239024	216.339527	ambient_day
217.094777	220.453654	ambient_day
222.143031	224.269657	ambient_day
226.277034	226.833534	ins_buzz_low
226.614909	228.582535	ambient_day
231.106662	241.998170	ambient_day
241.998170	242.455295	ins_buzz_low
244.601796	248.576799	ambient_day
253.128177	266.841937	ambient_day
256.526805	258.414931	human
271.154815	274.473942	ambient_day
277.812945	282.722073	ambient_day
279.502321	280.774322	human
283.397824	291.526704	human
285.226325	288.465952	ambient_day
289.757828	296.455708	ambient_day
295.223457	298.959959	human
298.800959	299.317710	ambient_day
