10830.0000	10840.0000	mech_auto_car
11030.0000	11040.0000	mech_auto_car
11600.0000	11610.0000	mech_plane_jet
11602.0188	11602.9323	animal_dog
11603.4874	11603.5926	animal_dog
11603.9983	11604.1561	animal_dog
11604.6068	11604.7721	animal_dog
11605.1477	11605.2979	animal_dog
11605.8013	11605.9816	animal_dog
13650.0000	13680.0000	mech_plane_jet
13650.2566	13650.4489	animal_dog
13650.7674	13650.8816	animal_dog
13655.4763	13657.8926	animal_goose
14430.0000	14440.0000	mech_auto_car
16510.0000	16530.0000	ambient_music
16510.0000	16530.0000	mech_auto_car
25540.0000	25550.0000	ambient_music
25540.0000	25550.0000	mech_auto_car
26530.0000	26534.9077	ambient_music
26530.0000	26540.0000	mech_auto_car
26535.8972	26540.0000	ambient_music
26570.0000	26580.0000	mech_auto_car
27660.0000	27661.3177	animal_dog
27660.0000	27670.0000	mech_auto_car
27661.9837	27662.7669	animal_dog
27665.2079	27665.4860	animal_dog
31280.0000	31290.0000	ambient_music
31280.0000	31290.0000	mech_auto_car
32570.0000	32580.0000	mech_auto_car
32570.1110	32574.0498	ambient_music
32575.2592	32575.9939	human
32576.6149	32577.5302	human
32577.8407	32580.0000	ambient_music
33050.0000	33060.0000	ambient_music
33740.0000	33760.0000	ambient_music
